nest_key,year,eggs_laid,female_id,male_id,found_date,hatch_date,eggs_hatched,fledglings,fledge_date,clutch_number,fail_date,found_day,hatch_day,first_egg_day,female_status,female_age,female_age_code,male_age,male_age_code,popn_size,annual_density,band_id,sex,weight,age_in_days,recruited,fledge_date_noNA,recruited.f,clutch_num,fledge_day
98-L19B,1998,5,2121.64055,2121.64895,1998-06-26,1998-07-07,5,5,NA,2,NA,177,188,170,MO,4,ASY,2,ASY,82,7.663551401869159,2121.65560,U,11.5,7,FALSE,1998-07-16,0,2,197
102-O25C,2002,4,2121.64722,2031.56233,2002-06-13,2002-06-26,4,4,2002-07-07,ER1,NA,164,177,160,PG 1,2,ASY,2,ASY,110,10.280373831775702,1741.07277,U,11.5,7,FALSE,2002-07-07,0,1,188
100-O25D,2000,4,2121.64724,2031.58887,2000-07-13,2000-07-21,4,4,NA,2,NA,195,203,186,PG 1,2,ASY,4,ASY,80,7.476635514018692,930.59875,U,11.5,7,FALSE,2000-07-30,0,2,212
99-N30B,1999,4,2121.64727,2121.65618,1999-06-21,1999-06-28,4,4,NA,ER1,NA,172,179,162,MO,2,ASY,1,SY,111,10.373831775700936,2121.65948,U,11.5,7,FALSE,1999-07-07,0,1,188
100-O27C,2000,4,2121.65611,2031.57564,2000-06-22,2000-06-20,4,4,2000-06-30,ER1,NA,174,172,155,PG 2,2,ASY,1,SY,80,7.476635514018692,2031.56296,U,11.5,7,FALSE,2000-06-30,0,1,182
101-M27A,2001,5,2121.65612,2121.64768,2001-06-08,2001-06-18,5,5,NA,E1,NA,159,169,151,PG 1,2,ASY,3,ASY,96,8.971962616822431,930.59609,U,11.5,7,FALSE,2001-06-27,0,1,178
114-M25D,2014,5,2511.98765,2511.98849,2014-06-17,2014-06-27,4,4,NA,RR1,NA,168,178,160,MO,2,ASY,2,ASY,62,5.794392523364486,2521.77423,U,11.5,7,FALSE,2014-07-06,0,1,187
116-M27C,2016,3,2521.77651,2521.77641,2016-07-10,2016-07-22,3,3,2016-07-31,2,NA,192,204,188,MO,1,SY,2,ASY,51,4.766355140186916,2621.66979,U,11.5,7,FALSE,2016-07-31,0,2,213
102-M32D,2002,4,1560.04578,1560.04586,2002-07-05,2002-07-12,4,4,2002-07-23,2,NA,186,193,176,PG 1,2,ASY,2,ASY,110,10.280373831775702,1741.07094,U,11.6,7,FALSE,2002-07-23,0,2,204
102-M32B,2002,4,1560.05109,1560.04586,2002-06-07,2002-06-16,4,3,2002-06-27,1,NA,158,167,150,PG 2,1,SY,2,ASY,110,10.280373831775702,1741.07170,U,11.6,7,FALSE,2002-06-27,0,1,178
102-M27C,2002,4,1741.07023,1560.05044,2002-06-13,2002-06-23,4,4,2002-07-03,1,NA,164,174,157,MO,1,SY,1,SY,110,10.280373831775702,1741.07252,U,11.6,7,FALSE,2002-07-03,0,1,184
102-M33B,2002,5,1741.07034,930.59646,2002-06-24,2002-07-03,5,4,2002-07-13,R1,NA,175,184,166,MO,1,SY,1,SY,110,10.280373831775702,1741.07055,U,11.6,7,FALSE,2002-07-13,0,1,194
103-K24B,2003,4,1741.07346,1560.05015,2003-06-23,2003-06-26,4,4,2003-07-06,ER1,NA,174,177,160,PG 2,1,SY,2,ASY,56,5.233644859813085,1741.07748,U,11.6,7,FALSE,2003-07-06,0,1,187
94-M25E,1994,4,2031.56586,2031.58286,1994-07-07,1994-07-16,4,4,1994-07-25,2,NA,188,197,180,MO,4,ASY,1,SY,90,8.41121495327103,2121.64205,U,11.6,7,FALSE,1994-07-25,0,2,206
103-L19A,2003,4,2121.65354,1741.07228,2003-06-08,2003-06-18,4,4,2003-06-30,1,NA,159,169,152,PG 1,5,ASY,1,SY,56,5.233644859813085,1741.07676,U,11.6,7,FALSE,2003-06-30,0,1,181
117-M33A,2017,4,2511.98823,2031.60061,2017-06-01,2017-06-04,4,4,NA,1,NA,152,155,138,MO,2,ASY,1,SY,65,6.074766355140187,2031.60083,U,11.6,7,FALSE,2017-06-13,0,1,164
115-M29D,2015,3,2591.93756,2511.98843,2015-07-12,2015-07-20,3,3,2015-07-29,2,NA,193,201,185,MO,1,SY,2,ASY,56,5.233644859813085,2621.66722,U,11.6,7,FALSE,2015-07-29,0,2,210
116-N30C,2016,4,2621.66804,2511.98825,2016-06-28,2016-07-09,4,3,2016-07-18,2,NA,180,191,174,MO,1,SY,2,ASY,51,4.766355140186916,2621.66944,F,11.6,7,TRUE,2016-07-18,1,2,200
121-M25C,2021,3,2781.39208,2031.60626,2021-07-03,2021-07-10,3,3,2021-07-19,2,NA,184,191,175,MO,1,SY,4,ASY,77,7.196261682242991,2781.39436,NA,11.6,7,FALSE,2021-07-19,0,2,200
122-M25A,2022,5,2781.39208,2621.66881,2022-05-25,2022-06-02,5,5,2022-06-12,1,NA,145,153,135,MO,2,ASY,6,ASY,65,6.074766355140187,2871.51513,U,11.6,7,FALSE,2022-06-12,0,1,163
121-M31B,2021,5,2781.39237,2631.94907,2021-06-02,2021-06-07,5,4,2021-06-16,1,NA,153,158,140,MO,1,SY,3,ASY,77,7.196261682242991,2781.39272,NA,11.6,7,FALSE,2021-06-16,0,1,167
88-O24D,1988,4,940.25686,940.25682,1988-07-11,1988-07-18,4,3,1988-07-27,2,NA,193,200,183,PG 1,2,ASY,2,ASY,104,9.7196261682243,2011.81994,U,11.6,7,FALSE,1988-07-27,0,2,209
88-L19C,1988,4,2011.81242,2011.81102,1988-07-09,1988-07-20,4,3,1988-07-29,E2,NA,191,202,185,MO,1,SY,1,SY,104,9.7196261682243,2020.39721,U,11.7,7,FALSE,1988-07-29,0,2,211
89-M28C,1989,5,2011.81564,2011.81135,1989-06-11,1989-06-24,5,5,1989-07-03,R1,NA,162,175,157,MO,1,SY,2,ASY,117,10.934579439252337,2021.76367,U,11.7,7,FALSE,1989-07-03,0,1,184
90-O24A,1990,4,2021.76145,2021.76581,1990-06-12,1990-06-23,4,4,1990-07-02,1,NA,163,174,157,MO,2,ASY,1,SY,100,9.345794392523365,2031.56113,U,11.7,7,FALSE,1990-07-02,0,1,183
101-N31B,2001,5,2031.57560,1560.04569,2001-06-12,2001-06-24,5,5,NA,ER1,NA,163,175,157,MO,2,ASY,1,SY,96,8.971962616822431,930.59636,U,11.7,7,FALSE,2001-07-03,0,1,184
100-N29B,2000,4,2031.57563,2121.65605,2000-06-15,2000-06-26,4,2,2000-07-06,R1,NA,167,178,161,PG 1,1,SY,2,ASY,80,7.476635514018692,930.59705,U,11.7,7,FALSE,2000-07-06,0,1,188
99-M19D,1999,4,2031.58841,2121.65147,1999-07-05,1999-07-05,4,3,NA,2,NA,186,186,169,MO,4,ASY,2,ASY,111,10.373831775700936,2121.65975,M,11.7,7,TRUE,1999-07-14,1,2,195
118-L32B,2018,4,2031.60683,2631.94851,2018-06-23,2018-07-02,4,4,2018-07-13,R1,NA,174,183,166,MO,1,SY,1,SY,72,6.728971962616823,2631.95001,NA,11.7,7,FALSE,2018-07-13,0,1,194
97-O24D,1997,5,2121.64899,2121.64415,1997-06-20,1997-07-01,5,5,NA,RER1,NA,171,182,164,MO,1,SY,2,ASY,81,7.570093457943925,2121.65103,U,11.7,7,FALSE,1997-07-10,0,1,191
102-O25A,2002,4,2121.65336,2121.65378,2002-05-31,2002-06-06,4,3,2002-06-17,1,NA,151,157,140,PG 1,4,ASY,4,ASY,110,10.280373831775702,1741.07102,U,11.7,7,FALSE,2002-06-17,0,1,168
111-O25C,2011,4,2321.12797,2321.12839,2011-06-15,2011-06-23,3,3,NA,1,NA,166,174,157,PG 2,1,SY,1,SY,65,6.074766355140187,2401.76846,U,11.7,7,TRUE,2011-07-02,1,1,183
113-O24E,2013,3,2321.12870,1741.82207,2013-07-09,2013-07-19,3,3,2013-07-28,1,NA,190,200,184,PG 2,2,ASY,2,ASY,103,9.626168224299066,2591.93580,U,11.7,7,FALSE,2013-07-28,0,1,209
116-EN02,2016,4,2511.98608,2621.66816,2016-06-09,2016-06-11,4,4,2016-06-20,1,NA,161,163,146,MO,4,ASY,1,SY,51,4.766355140186916,2621.66892,U,11.7,7,FALSE,2016-06-20,0,1,172
113-O24D,2013,4,2511.98647,2311.96022,2013-06-19,2013-06-28,3,3,2013-07-07,1,NA,170,179,162,PG 2,1,SY,5,ASY,103,9.626168224299066,2591.93519,U,11.7,7,FALSE,2013-07-07,0,1,188
118-P25A,2018,4,2621.66936,2631.94847,2018-06-06,2018-06-16,4,4,2018-06-25,1,NA,157,167,150,MO,2,ASY,1,SY,72,6.728971962616823,2631.94943,NA,11.7,7,FALSE,2018-06-25,0,1,176
88-N28D,1988,4,940.25691,940.25825,1988-06-27,1988-07-08,4,4,1988-07-17,R1,NA,179,190,173,MO,2,ASY,2,ASY,104,9.7196261682243,2011.81279,U,11.7,7,FALSE,1988-07-17,0,1,199
102-M32B,2002,4,1560.05109,1560.04586,2002-06-07,2002-06-16,4,3,2002-06-27,1,NA,158,167,150,PG 2,1,SY,2,ASY,110,10.280373831775702,1741.07172,U,11.8,7,FALSE,2002-06-27,0,1,178
102-M31C,2002,5,1741.07041,1741.07008,2002-06-22,2002-07-01,5,4,2002-07-10,ERR1,NA,173,182,164,MO,1,SY,1,SY,110,10.280373831775702,1741.07047,U,11.8,7,FALSE,2002-07-10,0,1,191
111-O27A,2011,2,2011.83384,1741.81991,2011-07-13,2011-07-21,2,2,NA,2,NA,194,202,187,PG 2,2,ASY,3,ASY,65,6.074766355140187,2401.76950,F,11.8,7,TRUE,2011-07-30,1,2,211
91-N27D,1991,4,2031.56511,1560.03472,1991-07-03,1991-07-06,4,4,1991-07-15,2,NA,184,187,170,MO,1,SY,1,SY,110,10.280373831775702,2031.57314,U,11.8,7,FALSE,1991-07-15,0,2,196
117-M33E,2017,3,2031.60088,2621.66899,2017-07-14,2017-07-20,3,3,2017-07-29,2,NA,195,201,185,MO,1,SY,1,SY,65,6.074766355140187,2631.94854,U,11.8,7,FALSE,2017-07-29,0,2,210
117-N30B,2017,5,2031.60089,2511.98825,2017-06-24,2017-06-25,5,3,NA,R1,NA,175,176,158,MO,1,SY,2,ASY,65,6.074766355140187,1741.82291,M,11.8,7,TRUE,2017-07-04,1,1,185
118-N33B,2018,3,2031.60692,2031.60678,2018-06-27,2018-07-07,3,3,2018-07-16,2,NA,178,188,172,MO,1,SY,1,SY,72,6.728971962616823,2631.95041,NA,11.8,7,FALSE,2018-07-16,0,2,197
93-M29E,1993,4,2111.33155,2031.57034,1993-07-19,1993-07-16,4,2,1993-07-25,ERR1,NA,200,197,180,PG 2,1,SY,2,ASY,92,8.598130841121495,2031.58412,U,11.8,7,FALSE,1993-07-25,0,1,206
95-O25D,1995,4,2121.64147,2151.80225,1995-07-03,1995-07-11,4,3,NA,RER1,NA,184,192,175,MO,1,SY,1,SY,98,9.158878504672899,2121.64378,U,11.8,7,FALSE,1995-07-20,0,1,201
96-O25D,1996,4,2121.64411,2151.80528,1996-06-27,1996-07-08,4,4,NA,RR1,NA,179,190,173,MO,1,SY,1,SY,73,6.822429906542056,2121.64862,F,11.8,7,TRUE,1996-07-17,1,1,199
99-N25B,1999,5,2121.64946,2121.64730,1999-06-26,1999-07-06,5,5,NA,ERR1,NA,177,187,169,PG 2,3,ASY,2,ASY,111,10.373831775700936,2121.65980,U,11.8,7,FALSE,1999-07-15,0,1,196
99-M27B,1999,5,2121.65515,2121.64246,1999-06-07,1999-06-19,5,5,NA,E1,NA,158,170,152,MO,1,SY,4,ASY,111,10.373831775700936,2121.65791,U,11.8,7,FALSE,1999-06-28,0,1,179
100-N26A,2000,4,2121.65604,2121.64768,2000-06-27,2000-07-06,4,4,2000-07-16,R1,NA,179,188,171,PG 1,2,ASY,2,ASY,80,7.476635514018692,930.59747,U,11.8,7,FALSE,2000-07-16,0,1,198
102-M19A,2002,4,2121.65752,930.59580,2002-06-08,2002-06-21,4,3,2002-07-02,1,NA,159,172,155,PG 1,3,ASY,1,SY,110,10.280373831775702,1741.07226,U,11.8,7,FALSE,2002-07-02,0,1,183
112-N24C,2012,4,2311.96155,1741.07973,2012-06-25,2012-07-02,1,1,2012-07-11,2,NA,177,184,167,MO,4,ASY,8,ASY,108,10.093457943925234,2511.98681,U,11.8,7,FALSE,2012-07-11,0,2,193
111-K24A,2011,5,2321.12892,2321.12858,2011-06-09,2011-06-19,5,5,NA,1,NA,160,170,152,PG 2,1,SY,1,SY,65,6.074766355140187,2401.76825,M,11.8,7,TRUE,2011-06-28,1,1,179
113-M19D,2013,4,2511.98550,2401.76871,2013-07-09,2013-07-19,4,4,2013-07-29,2,NA,190,200,183,MO,2,ASY,2,ASY,103,9.626168224299066,2591.93585,U,11.8,7,FALSE,2013-07-29,0,2,210
114-M25D,2014,5,2511.98765,2511.98849,2014-06-17,2014-06-27,4,4,NA,RR1,NA,168,178,160,MO,2,ASY,2,ASY,62,5.794392523364486,2521.77422,F,11.8,7,TRUE,2014-07-06,1,1,187
118-M33C,2018,4,2511.98823,2031.60679,2018-06-19,2018-06-26,4,4,2018-07-05,R1,NA,170,177,160,MO,2,ASY,1,SY,72,6.728971962616823,2631.94976,NA,11.8,7,FALSE,2018-07-05,0,1,186
121-O25C,2021,4,2781.39242,2781.39243,2021-06-06,2021-06-16,4,4,2021-06-25,1,NA,157,167,150,MO,1,SY,2,ASY,77,7.196261682242991,2781.39375,U,11.8,7,FALSE,2021-06-25,0,1,176
102-M19B,2002,4,930.59530,930.59504,2002-06-14,2002-06-21,4,3,2002-07-02,1,NA,165,172,155,MO,1,SY,1,SY,110,10.280373831775702,1741.07229,U,11.8,7,FALSE,2002-07-02,0,1,183
87-M19B,1987,5,940.25832,940.25697,1987-05-27,1987-06-06,5,5,1987-06-15,1,NA,147,157,139,MO,1,SY,1,SY,78,7.289719626168225,940.25896,U,11.8,7,FALSE,1987-06-15,0,1,166
88-M26D,1988,3,940.25872,940.25926,1988-07-11,1988-07-22,3,2,1988-07-31,2,NA,193,204,188,MO,2,ASY,2,ASY,104,9.7196261682243,2020.39707,U,11.8,7,FALSE,1988-07-31,0,2,213
103-M30B,2003,5,1560.04551,930.59745,2003-06-10,2003-06-19,5,5,2003-06-27,1,NA,161,170,152,PG 2,2,ASY,3,ASY,56,5.233644859813085,1741.07700,U,11.9,7,FALSE,2003-06-27,0,1,178
103-O26A,2003,4,1741.07025,1741.07414,2003-06-02,2003-06-14,4,4,2003-06-24,1,NA,153,165,148,PG 1,2,ASY,1,SY,56,5.233644859813085,1741.07616,U,11.9,7,FALSE,2003-06-24,0,1,175
102-O25B,2002,4,1741.07027,930.59691,2002-05-31,2002-06-12,4,4,2002-06-24,1,NA,151,163,146,MO,1,SY,1,SY,110,10.280373831775702,1741.07138,U,11.9,7,FALSE,2002-06-24,0,1,175
102-K28B,2002,4,1741.07036,930.59725,2002-07-03,2002-07-16,4,3,2002-07-25,2,NA,184,197,180,MO,1,SY,2,ASY,110,10.280373831775702,1741.07311,U,11.9,7,FALSE,2002-07-25,0,2,206
103-K24B,2003,4,1741.07346,1560.05015,2003-06-23,2003-06-26,4,4,2003-07-06,ER1,NA,174,177,160,PG 2,1,SY,2,ASY,56,5.233644859813085,1741.07747,U,11.9,7,FALSE,2003-07-06,0,1,187
103-K26A,2003,5,1741.07354,1741.07347,2003-06-04,2003-06-17,5,5,2003-06-27,1,NA,155,168,150,MO,1,SY,1,SY,56,5.233644859813085,1741.07670,F,11.9,7,TRUE,2003-06-27,1,1,178
88-O25C,1988,4,2011.81162,940.25827,1988-06-17,1988-06-24,4,4,1988-07-03,ER1,NA,169,176,159,MO,1,SY,2,ASY,104,9.7196261682243,2011.81579,U,11.9,7,FALSE,1988-07-03,0,1,185
89-N25B,1989,5,2011.81162,2011.81545,1989-06-13,1989-06-22,5,5,1989-07-01,R1,NA,164,173,155,MO,2,ASY,1,SY,117,10.934579439252337,2021.76547,U,11.9,7,FALSE,1989-07-01,0,1,182
92-M29C,1992,4,2021.76557,2031.56968,1992-07-06,1992-07-12,4,4,1992-07-21,2,NA,188,194,177,MO,3,ASY,1,SY,96,8.971962616822431,2031.58205,U,11.9,7,FALSE,1992-07-21,0,2,203
93-O26D,1993,4,2021.76950,1560.03472,1993-06-28,1993-07-07,4,4,1993-07-16,ERR1,NA,179,188,171,PG 2,2,ASY,3,ASY,92,8.598130841121495,2031.58756,U,11.9,7,FALSE,1993-07-16,0,1,197
90-M19E,1990,3,2021.76988,2021.76372,1990-07-19,1990-07-26,3,2,1990-08-04,2,NA,200,207,191,PG 2,1,SY,1,SY,100,9.345794392523365,2031.56751,U,11.9,7,FALSE,1990-08-04,0,2,216
92-O29A,1992,5,2031.57349,2021.76956,1992-06-22,1992-06-25,5,5,1992-07-04,1,NA,174,177,159,PG 2,1,SY,2,ASY,96,8.971962616822431,2031.57897,U,11.9,7,FALSE,1992-07-04,0,1,186
121-M28A,2021,4,2031.60084,2781.39211,2021-06-01,2021-06-11,4,4,2021-06-20,1,NA,152,162,145,MO,2,ASY,2,ASY,77,7.196261682242991,2781.39337,NA,11.9,7,FALSE,2021-06-20,0,1,171
93-O29A,1993,5,2111.33198,2031.57914,1993-06-14,1993-06-23,5,5,1993-07-02,ER1,NA,165,174,156,PG 1,1,SY,1,SY,92,8.598130841121495,2031.58521,F,11.9,7,TRUE,1993-07-02,1,1,183
99-O27C,1999,4,2121.64748,2121.65159,1999-07-06,1999-07-14,4,4,NA,2,NA,187,195,178,MO,1,SY,2,ASY,111,10.373831775700936,2121.65996,U,11.9,7,FALSE,1999-07-23,0,2,204
101-O26C,2001,4,2121.64792,1560.04558,2001-07-11,2001-07-09,4,4,NA,2,NA,192,190,173,MO,3,ASY,1,SY,96,8.971962616822431,1560.04579,U,11.9,7,FALSE,2001-07-18,0,2,199
103-L19A,2003,4,2121.65354,1741.07228,2003-06-08,2003-06-18,4,4,2003-06-30,1,NA,159,169,152,PG 1,5,ASY,1,SY,56,5.233644859813085,1741.07675,M,11.9,7,TRUE,2003-06-30,1,1,181
99-M30A,1999,3,2121.65615,2111.33209,1999-06-10,1999-06-13,3,3,NA,1,NA,161,164,148,MO,1,SY,7,ASY,111,10.373831775700936,2121.65744,M,11.9,7,TRUE,1999-06-22,1,1,173
99-O28B,1999,4,2121.65620,2121.65603,1999-06-22,1999-06-19,4,4,NA,E1,NA,173,170,153,MO,1,SY,1,SY,111,10.373831775700936,2121.65901,U,11.9,7,FALSE,1999-06-28,0,1,179
94-N26B,1994,5,2121.86585,1560.03472,1994-06-18,1994-06-29,5,5,1994-07-09,R1,NA,169,180,162,MO,1,SY,4,ASY,90,8.41121495327103,2121.64101,U,11.9,7,FALSE,1994-07-09,0,1,190
112-O24B,2012,5,2321.12709,1741.07569,2012-05-28,2012-06-03,5,5,2012-06-12,1,NA,149,155,137,MO,2,ASY,2,ASY,108,10.093457943925234,2511.98521,M,11.9,7,TRUE,2012-06-12,1,1,164
112-N18B,2012,4,2401.76808,2321.12859,2012-07-04,2012-07-12,4,4,2012-07-21,2,NA,186,194,177,MO,1,SY,1,SY,108,10.093457943925234,2511.98693,M,11.9,7,TRUE,2012-07-21,1,2,203
114-WB05,2014,4,2401.76810,2521.77414,2014-07-02,2014-07-11,4,4,2014-07-20,ERR1,NA,183,192,175,MO,2,ASY,1,SY,62,5.794392523364486,2521.77469,U,11.9,7,FALSE,2014-07-20,0,1,201
112-P23A,2012,4,2511.98516,2321.12843,2012-06-08,2012-06-07,4,4,2012-06-18,1,NA,160,159,142,PG 1,1,SY,2,ASY,108,10.093457943925234,2511.98563,U,11.9,7,FALSE,2012-06-18,0,1,170
112-N26E,2012,4,2511.98522,2401.76985,2012-06-20,2012-07-01,4,4,2012-07-10,RR1,NA,172,183,166,MO,1,SY,1,SY,108,10.093457943925234,2511.98679,U,11.9,7,FALSE,2012-07-10,0,1,192
112-O28A,2012,4,2511.98535,2511.98536,2012-06-08,2012-06-07,4,3,2012-06-16,1,NA,160,159,142,PG 1,1,SY,1,SY,108,10.093457943925234,2511.98561,U,11.9,7,FALSE,2012-06-16,0,1,168
113-O25A,2013,5,2511.98677,2321.12839,2013-05-30,2013-06-11,5,5,2013-06-20,1,NA,150,162,144,PG 1,1,SY,2,ASY,103,9.626168224299066,2591.93438,U,11.9,7,FALSE,2013-06-20,0,1,171
113-N32A,2013,5,2511.98704,2401.76833,2013-06-05,2013-06-14,5,4,2013-06-23,1,NA,156,165,147,MO,2,ASY,2,ASY,103,9.626168224299066,2591.93472,U,11.9,7,FALSE,2013-06-23,0,1,174
117-P24B,2017,4,2621.66936,2621.66808,2017-06-07,2017-06-15,3,3,2017-06-24,1,NA,158,166,149,MO,1,SY,1,SY,65,6.074766355140187,1741.82265,U,11.9,7,FALSE,2017-06-24,0,1,175
122-M27D,2022,3,2781.39204,2031.60707,2022-07-08,2022-07-19,3,3,2022-07-29,2,NA,189,200,184,PG 2,2,ASY,2,ASY,65,6.074766355140187,2871.51774,U,11.9,7,FALSE,2022-07-29,0,2,210
121-P24B,2021,4,2781.39240,2781.39241,2021-06-04,2021-06-12,4,4,2021-06-21,1,NA,155,163,146,MO,1,SY,1,SY,77,7.196261682242991,2781.39341,NA,11.9,7,FALSE,2021-06-21,0,1,172
121-N30A,2021,4,2781.39244,2781.39245,2021-06-04,2021-06-15,4,4,2021-06-24,1,NA,155,166,149,PG 1,2,ASY,2,ASY,77,7.196261682242991,2781.39372,NA,11.9,7,FALSE,2021-06-24,0,1,175
103-M26B,2003,4,930.59733,1741.07417,2003-06-10,2003-06-19,4,4,2003-06-29,1,NA,161,170,153,PG 2,3,ASY,1,SY,56,5.233644859813085,1741.07706,U,11.9,7,FALSE,2003-06-29,0,1,180
102-M30B,2002,4,930.59814,1560.04550,2002-06-14,2002-06-22,4,1,2002-07-01,1,NA,165,173,156,MO,2,ASY,2,ASY,110,10.280373831775702,1741.07233,U,11.9,7,FALSE,2002-07-01,0,1,182
88-N23B,1988,4,940.25965,2011.81335,1988-07-06,1988-07-15,4,4,1988-07-24,2,NA,188,197,180,PG 2,2,ASY,1,SY,104,9.7196261682243,2011.81982,U,11.9,7,FALSE,1988-07-24,0,2,206
93-M20D,1993,5,940.25998,2031.56860,1993-06-23,1993-07-04,5,5,1993-07-13,R1,NA,174,185,167,MO,6,ASY,1,SY,92,8.598130841121495,2031.58705,U,11.9,7,FALSE,1993-07-13,0,1,194
103-M20B,2003,4,1560.04577,930.59538,2003-06-08,2003-06-19,4,4,2003-06-29,1,NA,159,170,153,PG 2,2,ASY,2,ASY,56,5.233644859813085,1741.07720,U,12,7,FALSE,2003-06-29,0,1,180
102-M32D,2002,4,1560.04578,1560.04586,2002-07-05,2002-07-12,4,4,2002-07-23,2,NA,186,193,176,PG 1,2,ASY,2,ASY,110,10.280373831775702,1741.07093,U,12,7,FALSE,2002-07-23,0,2,204
103-N26A,2003,4,1741.07056,1741.07414,2003-06-08,2003-06-26,4,4,2003-07-06,1,NA,159,177,160,PG 2,1,SY,1,SY,56,5.233644859813085,1741.07744,U,12,7,FALSE,2003-07-06,0,1,187
91-M31A,1991,4,2011.81232,2021.76446,1991-06-15,1991-06-21,4,4,1991-06-30,1,NA,166,172,155,PG 2,2,ASY,2,ASY,110,10.280373831775702,2031.57051,U,12,7,FALSE,1991-06-30,0,1,181
93-P25A,1993,5,2011.81954,2011.81137,1993-06-02,1993-06-05,5,5,1993-06-14,1,NA,153,156,138,MO,2,ASY,2,ASY,92,8.598130841121495,2031.56871,U,12,7,FALSE,1993-06-14,0,1,165
92-M30A,1992,5,2020.39718,2011.81292,1992-06-29,1992-07-05,5,5,1992-07-14,R1,NA,181,187,169,MO,4,ASY,4,ASY,96,8.971962616822431,2031.57926,U,12,7,FALSE,1992-07-14,0,1,196
90-L19A,1990,4,2021.76107,2011.81532,1990-06-11,1990-06-17,4,4,1990-06-26,1,NA,162,168,151,MO,2,ASY,2,ASY,100,9.345794392523365,2031.56056,U,12,7,FALSE,1990-06-26,0,1,177
90-N18A,1990,4,2021.76425,2021.76197,1990-06-10,1990-06-18,4,4,1990-06-27,1,NA,161,169,152,MO,1,SY,1,SY,100,9.345794392523365,2031.56069,U,12,7,FALSE,1990-06-27,0,1,178
94-N29A,1994,5,2021.76557,2031.58559,1994-06-22,1994-06-28,5,3,1994-07-09,ER1,NA,173,179,161,PG 1,5,ASY,1,SY,90,8.41121495327103,2121.64095,U,12,7,FALSE,1994-07-09,0,1,190
95-N28B,1995,5,2031.57480,2031.56815,1995-06-12,1995-06-20,5,4,NA,ER1,NA,163,171,153,MO,3,ASY,2,ASY,98,9.158878504672899,2121.64276,U,12,7,FALSE,1995-06-29,0,1,180
100-O26A,2000,4,2031.57527,2031.58806,2000-06-06,2000-06-15,4,4,2000-06-24,1,NA,158,167,150,MO,1,SY,2,ASY,80,7.476635514018692,2031.56272,U,12,7,FALSE,2000-06-24,0,1,176
101-N29A,2001,4,2031.57558,2121.65605,2001-06-04,2001-06-10,4,4,NA,1,NA,155,161,144,MO,2,ASY,2,ASY,96,8.971962616822431,930.59528,U,12,7,FALSE,2001-06-19,0,1,170
94-P26B,1994,5,2031.58521,2031.58806,1994-06-29,1994-07-05,5,4,1994-07-14,ERR1,NA,180,186,168,MO,1,SY,1,SY,90,8.41121495327103,2121.64151,U,12,7,FALSE,1994-07-14,0,1,195
96-M27B,1996,5,2121.64039,2121.64246,1996-06-24,1996-06-24,4,4,NA,ER1,NA,176,176,158,MO,2,ASY,1,SY,73,6.822429906542056,2121.64495,U,12,7,FALSE,1996-07-03,0,1,185
95-O27A,1995,5,2121.64192,2121.64213,1995-06-13,1995-06-25,5,5,NA,R1,NA,164,176,158,MO,1,SY,1,SY,98,9.158878504672899,2121.64307,U,12,7,FALSE,1995-07-04,0,1,185
100-M28F,2000,5,2121.64792,2121.65688,2000-06-28,2000-07-07,5,5,2000-07-17,R1,NA,180,189,171,PG 2,2,ASY,1,SY,80,7.476635514018692,930.59753,U,12,7,FALSE,2000-07-17,0,1,199
97-N26B,1997,5,2121.64936,2121.64601,1997-06-23,1997-07-06,5,5,NA,RR1,NA,174,187,169,MO,1,SY,2,ASY,81,7.570093457943925,2121.65150,U,12,7,FALSE,1997-07-15,0,1,196
100-M18A,2000,3,2121.65752,2121.65147,2000-07-05,2000-07-08,3,3,2000-07-18,2,NA,187,190,174,PG 2,1,SY,3,ASY,80,7.476635514018692,930.59759,U,12,7,FALSE,2000-07-18,0,2,200
113-M19C,2013,4,2401.76807,2401.76856,2013-06-22,2013-07-04,3,3,2013-07-14,ER1,NA,173,185,168,MO,2,ASY,2,ASY,103,9.626168224299066,2591.93534,U,12,7,FALSE,2013-07-14,0,1,195
111-K25B,2011,4,2401.76810,2321.12858,2011-06-17,2011-06-27,4,4,NA,R1,NA,168,178,161,PG 1,1,SY,1,SY,65,6.074766355140187,2401.76861,NA,12,7,FALSE,2011-07-06,0,1,187
113-O25D,2013,3,2511.98548,2511.98821,2013-06-05,2013-06-15,3,3,2013-06-26,1,NA,156,166,150,MO,1,SY,1,SY,103,9.626168224299066,2591.93483,U,12,7,FALSE,2013-06-26,0,1,177
115-O25C,2015,5,2521.77429,2521.77498,2015-06-18,2015-06-28,4,4,2015-07-07,ER1,NA,169,179,161,MO,1,SY,1,SY,56,5.233644859813085,2521.77754,U,12,7,FALSE,2015-07-07,0,1,188
116-M28B,2016,4,2521.77724,2521.77646,2016-07-02,2016-07-10,4,4,2016-07-19,2,NA,184,192,175,PG 1,1,SY,2,ASY,51,4.766355140186916,2621.66949,U,12,7,FALSE,2016-07-19,0,2,201
122-O24D,2022,4,2631.95016,2631.95051,2022-06-25,2022-07-01,4,4,2022-07-11,2,NA,176,182,165,MO,4,ASY,4,ASY,65,6.074766355140187,2871.51727,U,12,7,FALSE,2022-07-11,0,2,192
